userName;content;score;at
Pandudewanata Astinapura;oke bos;5;16/01/2024 06:36
Anna Janah;Jujur aplikasi nya emang membantu tpi knp makin kesini harga paket nya makin mahal dan makin boros jadi aku ksi bintang 1;1;16/01/2024 06:31
Dalban Dulbari;semoga jaringan lancar terooos;5;16/01/2024 06:27
Sukron Nasir;Sepertinya komplain kita pengguna me tidak di tanggapi, mohon maaf sekali paket m3 sekarang makin mahal tidak sesuai dengan kecepatan jaringannya, kalau begini terus, lebih baik pindah privider ke kartu sebelah, bye2 me;1;16/01/2024 06:25
Dah Idah;Sangat mengecewakan padahal sudah ngisi data tpi point nya gak ada sma skli;1;16/01/2024 06:20
Nizam Abimanyu;Sangat bagus;5;16/01/2024 06:17
Atsa Choerul Habibi;Beli kuota yang 25 GB 30 hari bari dipake satu jam tiba tiba-tiba jaringan tidak berfungsi, hilang, padahal dicek pakai wifi kuotanya masih ada. Gimana ini tolong;4;16/01/2024 06:15
Alek Pasbur;baik;5;16/01/2024 06:12
Miki 2024;jika Anda ingin bertanya apa kabar ayung ada kah wa ukin di kamu orang yang tidak bisa di kamu orang mana yang tidak bisa di;5;16/01/2024 06:09
Aditia Muhammadfajar;??????????;5;16/01/2024 06:03
pro hacer;Aplikasi buang uang internet buruk apa lah ga jelas jaringan mati mulu;1;16/01/2024 05:54
IKBAL IKBAL;Mana tanggung jawab nya IM3 SAYA SUDAH MEMBELI PAKET SALDO SAYA TERAMBIL TAPI PAKET SAYA TIDAK DATANG, INI TERUSA TERJADI BERULANG KALI?? KALIAN PIHAK IM3 GA ADA TANGGUNG JAWAB NYA SAMA SEKALI;1;16/01/2024 05:51
Chanty Silaban;saya suka alp ni;5;16/01/2024 05:38
Hylmi Raihan;bagus banyak promo nha;5;16/01/2024 05:25
Rizky FR;kenapa saya tidak bisa ambil kouta split;1;16/01/2024 05:24
Aditya Rifqi;JARINGAN SEPERTI SAMPAH;1;16/01/2024 05:23
Hariyanto Mix II;mahal paket nya,juga cepat habis;1;16/01/2024 05:13
Ghia Rasyanti;Ok;5;16/01/2024 05:00
nadifa azizah;Asikkkkkkkkkmmmmmmm;5;16/01/2024 04:59
Ahmad Ridwan;Udah ku lakuin apa yang kamu suruh tapi masih aja sinyal nya kaya kontollll memang babi kalau gak ancurin aja tower nya ????????;1;16/01/2024 04:48
Andiikhram03 15;lumayan;1;16/01/2024 04:47
Solikhan Solikhan;laaa;5;16/01/2024 04:43
Pandi Ahmad;terimakasih;4;16/01/2024 04:41
zahra zahra;sangat luar biasa;5;16/01/2024 04:38
Hendrik Jhon;oke;4;16/01/2024 04:19
Rizal Ihwan Sulaiman;seriusan kecewa dengan perkembangan indosat yang sekarang, makin kesini jaringannya semakin susah dijangkau ga jelas. saya dipakai buat kerja di kota metropolitan seperti jakarta itu jelek banget. udah ga profer pakai indodat yang semakin hari semakin jelek jaringannya apalagi tidak bisa di andalkan buat produktif/kerja. kecewa.;1;16/01/2024 04:17
Nazwa Salsabila;Pket apps nya tdk bisa di pakai;1;16/01/2024 04:17
Rossi;M3 sekrang jelek gada keterangan buat maketin kuota tau taunya di bagi2 .mahal lagi sekrang mah beli di m3 mending ganti kartu;1;16/01/2024 04:09
Hasmia Halim;siap ok;5;16/01/2024 04:07
Paso Gilar;Buruk sekale, proses kuota masuk lama kalo beli di myIm3;1;16/01/2024 04:05
rian anggara;Lag;1;16/01/2024 04:01
ZI NYDESS;PELIT AJG;1;16/01/2024 04:00
17. Fikar Dzulhilmi;Pembayaran via shopee pay sering error tolong diperbaiki;1;16/01/2024 03:59
Ahmad Ridho Fayakun Ridho;sangat bagus;5;16/01/2024 03:53
Ridho;Sinyal ampas sampah;1;16/01/2024 03:46
Rinaldy Nugraha;baik;5;16/01/2024 03:42
Ismail;ok;5;16/01/2024 03:42
Bayu Nurhidayat;terbaik ??;5;16/01/2024 03:39
Azam Abdullah;Mahal doang sinyal nya lemot itu aja dah;1;16/01/2024 03:37
Sahril Ramadhan;sangat memuaskan;5;16/01/2024 03:34
Fredi Santoso;ok .;5;16/01/2024 03:28
Selayr;sangat puas;5;16/01/2024 03:18
Alif B;Tolol vendor aplikasi nya, mau beli paket data udah diisi pulsa malah gak bisa transaksi...sampah aplikasi nya, vendor nya tolol gak ada QC;1;16/01/2024 02:45
Java Maulana;Bagus;4;16/01/2024 02:39
Hikmah Makmur;Jatingan error;1;16/01/2024 02:37
Angga Tia;mantap;5;16/01/2024 02:30
Draken Kun;Tolol, kuota masih ada. Dpt pesan internet sudah habiss..;1;16/01/2024 02:24
Meriesta Utary;mantap;5;16/01/2024 02:24
Irman Maulana;saya suka dengan my IM3 karna sinyal nya bagus kalo d mana mana;5;16/01/2024 02:23
Jalan jalan Jalan;puas;5;16/01/2024 02:20
Pande Weda;Dulu myim3 harganya murah murah dan banyak bonus tapi sekarang malah mahal mahal harganya;2;16/01/2024 02:20
Rofinus Agun;Daerah bali, jaringan sangat lemah;4;16/01/2024 02:19
Roes Bose;ANEHHH ISI ULANG PULSA 25.000 MASUKNYA CUMAN 10.000 . PADAHAL DATA UDAH DI MATIIN TERUS GAK PUNYA UTANG JUGAA TOLOLLLL;1;16/01/2024 02:17
Al Mahdi;Awalnya dermawan ..lama2 Sampe pengen unreg kartu;1;16/01/2024 02:15
abah anom;Ada apa dengan indosat makin kesini makin jelek sinyal gak stabil,di update malah tambah lelet;1;16/01/2024 02:10
Sarfan SahraRara;mantap;5;16/01/2024 02:08
wahyu hidayat;Kartu paling aneh yang pernah saya pakai, harga kuota di kartu saya sangat mahal berbeda dengan yang lain, tidak masuk akal 12 GB harganya 58 ribu, dan tidak ada pilihan bulan lain yang lebih baik dari itu.;1;16/01/2024 02:06
Yana aja;Apl Bermanfaat.. cek kota menjadi mudah,,;5;16/01/2024 01:59
Iswanto;Kuota makin mahal jaringan makin kacau sering ngelag2 di daerah kalianda lamsel. Makin kacau parahh;1;16/01/2024 01:56
Ofi Opet;paketane tambah larang;2;16/01/2024 01:50
Oyo Wahya;Sinyal hilang timbul;5;16/01/2024 01:45
Isfiy Azz;Ga suka,aku belu data bayar pake dana,di dana udah berhasil di im3 gagal tapi uangnya ga balik. Kecewa bgt;2;16/01/2024 01:41
Pandu Iclik;bagus;5;16/01/2024 01:38
Ayah Vino;oke;5;16/01/2024 01:23
Angell Rorong;mAantap;5;16/01/2024 01:14
curut berdasi;keren;5;16/01/2024 01:09
Ino Malvin;rugi isi pulsa 50 tp paketan masih ada dpt bonus 1gb tp cek pas plsa kepotong 4k , rasah onò bonus2 nek motong seko pulsa nyet rugi tenan m3 saiki bosok!!!!!;1;16/01/2024 01:05
Rawing varespa;sangat bagus;5;16/01/2024 01:02
Rian Fernando;terimakasih bagus kok aku suaka apk nya;5;16/01/2024 01:02
musliadi manna;Baik;5;16/01/2024 00:51
KRicik Gank;Semenjak ada tower penyambung jaringan lancar;4;16/01/2024 00:48
enyo Aje;good;5;16/01/2024 00:41
Ms_Zorro;ok;5;16/01/2024 00:34
Reza Aja;sangat baik;5;16/01/2024 00:31
Moh Hakim;kerennnn;4;16/01/2024 00:28
muhammad gandi;sangat penting untuk mencapai tujuan;5;16/01/2024 00:24
Rando Saputra;nice;5;16/01/2024 00:12
Wawan Gaming Fun;Aplilasi ini buruk sekali banyak eror nya;1;16/01/2024 00:08
yesi nur;Padahal saya baru memperbarui aplikasi tapi kok tidak bisa dibuka sama sekali,;1;15/01/2024 23:58
Rian Alfandy;paketnya kurang memuaskan;1;15/01/2024 23:48
Dede Siti Faridah;baguss;5;15/01/2024 23:46
Robi Yansah;tingkat kan lagi pingnya;4;15/01/2024 23:44
Mu arif;Cs tidak menyelesaikan masalah;1;15/01/2024 23:41
QuiinT Vhlyer;Mohon di respon mengenai pembelian yang selalu gagal/ tidak dapat diproses saat membeli paket maupun extra kuota di aplikasi.;1;15/01/2024 23:31
Restu Bagas;mantappp gacorrr eyyy;5;15/01/2024 23:27
Bintang Ledy;ok;5;15/01/2024 23:14
Dwi Putra Rhamadan;apk tolol, mau beli kuota ga bisa bisa, tolonglah orang butuh cepat kok apk malah ga bisa dibeli kuota nya, apk rusak, malah gagal terus;1;15/01/2024 23:11
Supardi Sirath;im3 thumb up;5;15/01/2024 23:09
Abim Sholikin;Di update bukannya biar lebih baik e malah gk bisa login lagi;1;15/01/2024 22:50
Syamilkhan 22;Kuota elit jaringan kek silit;1;15/01/2024 22:48
Ravenscha Ravens;Jaringan nya banyak gangguan , padahal di aplikasi nya masih ada 9gb an scrol ig dll malah ga bisa;1;15/01/2024 22:45
Dodi Permana;Ini aplikasi knp ya g bisa login akun;1;15/01/2024 22:44
Kayza Fadli Chesta Arimba;Mau login akun aja verifikasi nya ga dapet-dapet, ujung-ujungnya malah keblokir 15 menit.;1;15/01/2024 22:41
Andi torip Ayup;okeee;4;15/01/2024 22:36
Shintalia lupakan;makasih Mpoint nya semoga cepet sukses dan berjaya;5;15/01/2024 22:17
Rio baitulloh;Kalau dah apdet harus login lagi maba gak bisa masuk tolong di perbaiki lagi;1;15/01/2024 22:09
Bang Andi;Gak jelas banget aplikasinya, sudah log in besoknya suruh log in lagi mana minta kode otp nya ga masuk²??;1;15/01/2024 22:05
Nurna Ningsih;bagus.. kalian harus dolnoad;5;15/01/2024 22:03
Ade Budi;baik sekali;5;15/01/2024 21:50
Sunarto;sangat ??;5;15/01/2024 21:36
Yoko Ferastiyo;baik banget bangus lagi apk nya;5;15/01/2024 21:29
Nanda25gmail. Com Hendardi;kualitas mantap;5;15/01/2024 21:21
Aisyah Ramdani;oklah;5;15/01/2024 21:16
AR Djamas;sangat membantu untuk melakukan transaksi;5;15/01/2024 20:50
Iwan Lekon;sangat baik;5;15/01/2024 20:32
ira aje;pasti;5;15/01/2024 20:27
riyan widi;Mudahkan saat menggunakan wifi;1;15/01/2024 20:26
MADINAH TCDM;oke;5;15/01/2024 20:19
Cibabat Gaming;baik;5;15/01/2024 20:07
Muhammad Yusuf Darwin;good;5;15/01/2024 20:02
Asep Sumarna;lancarkan;4;15/01/2024 19:48
Ihsan Rizki;Woi njing kenapa tidak terkirim kode OTP nya diulang² tetap aja gak terkirim. Padahal sudah benar masukin nomornya;1;15/01/2024 19:07
Fauzan Saputra;OPTIMALKAN LAGI SINYALNYA, SELALU ILANG²AN MEMBUAT PENGGUNA IM3 SEDIKIT KESAL, TERIMA KASIH... MOHON di OPTIMALKAN LAGI;1;15/01/2024 18:53
Ju Maen;Jangan pakai Indosat, bakalan nyesel ntar;1;15/01/2024 18:52
Jeann Kornelia;Saya mau daftar akun, kode OTP nya ga dikirim2. Saya udah cek pengaturan hp dan SIM semuanya normal sampai berapa kali saya coba tidak dikirim2. Tolong di jawab yah saya harus bagaimana. Thanks.;1;15/01/2024 18:29
Iyan Panjaitan;Ada beberapa lah yang saya tidak suka dari aplikasi IM3 1. Kalau mati lampu jaringan IM3 tidak berpungsi 2. Harga paket IM3 semakin hari dan semakin tahun semakin mahal 3. Nelpon mahal SMS mahal Tampa membuat paket dan mau membuka aplikasi IM3 selalu ada gangguan.terus poin tidak bisa di tukar dengan paket internet ...!!;1;15/01/2024 18:27
Midi 45;Sinyal m3 babi... Paket di mahalin tpi sinyal nya babi;1;15/01/2024 18:19
Kozume Kenma;Gk suka sama permainan panjat kuota nya pelit banget masa bolak balik di turunin;1;15/01/2024 18:09
Junzz 26;Woi kontol ngotak sikit jaringan nya;1;15/01/2024 18:04
Anto Yoe;coba dulu;5;15/01/2024 17:57
Marjan Jambu;Kualitas sinyal sangat jelek;1;15/01/2024 17:56
Whan Fedex;sangat membantu;5;15/01/2024 17:54
Monkey-D- Luffy;Sinyal sering ngilang gajelas;1;15/01/2024 17:44
Yayan fokek;Baik;5;15/01/2024 17:43
Revan Syah;boleh lah boleh lah mantap;5;15/01/2024 17:39
Karto Sani;baik sekali;4;15/01/2024 17:23
neng noviyanti;sangat membantu dan bagus;5;15/01/2024 17:06
Azzam Zm;mantaapp;5;15/01/2024 17:04
efilym.sitra 4127;Ini kenapa udah mau dua bulan aplikasinya nggak bisa dibuka terus, gangguan terus katanya plis lah diperbaiki;1;15/01/2024 16:59
Andi Ah;pulsaku hilang sendiri saya males;1;15/01/2024 16:51
Efull;Aku baru isi pulsa 20k di sim 1 knp pulsanya terkuras sendiri jadi 12k padahal aku gk ada hutan sos + aku buka yt pke SIM 2 semenjak update terakhir jdi males pake ini apk;1;15/01/2024 16:48
YuChannel;kak mau tanya? atau ada yg baca komentar saya mohon bantuannya ,nomer saya udah beberapa tahun lalu hilang dan yg aktif cuman di wa saja ,saya aktifkan nomernya dulu sesuai KK dan KTP saya ,apakah sekarang bisa buat aktifin kartu itu lagi ,soalnya butuh banget buat aktifin akun medsos ?;5;15/01/2024 16:42
Wicky Riadie;ok;5;15/01/2024 16:35
Zharfan Rezki;Sudah isi pulsa 50k tapi ga masuk² pulsa nya dan anehnya saya tidak pernah kredit, Setiap ngisi pulsa 50k ludes. Makin aneh aja;1;15/01/2024 16:34
Bang Gik;Apk tidak berguna, apk anak anjingg;1;15/01/2024 16:34
Irwan Imh01;okee;5;15/01/2024 16:31
Desi Wahyuni;lebih mudah dan beragam harga paketnya;5;15/01/2024 16:31
Mas Roey Roey;sangat memuaskan;5;15/01/2024 16:23
Angga Sptr;Sinyal kayak taik gini, gak ada niat untuk diperbaiki kah.@tolol;1;15/01/2024 16:03
Tezar Marsono;Nyedotin pulsa melulu yg tau2 abis aja...tolol;1;15/01/2024 15:53
Nia Anista;aplikasi nyh bagus lah;5;15/01/2024 15:47
bang gaming;Pengalaman jelek sinyal jelek Mulu gada hujan gada apa Ngeleg muluu;1;15/01/2024 15:40
Muhammad Abdul Aziz;mantap;5;15/01/2024 15:38
Keyla Wulandari;memudah kan Teran saksi;5;15/01/2024 15:35
Fak Gugel;Kuota mahal jaringan ngelag;1;15/01/2024 15:27
Muhammad Hasan;Indosat makin hari makin aneh, masa ane ngutang pulsa 8.000 + PPN 3.200 nah masa pulsa ya ga masuk, tapi tagihan ya masuk gimana tuh? Pulsa ya gabisa dipake juga?;1;15/01/2024 15:26
thardie tharmidzie;Hapus exp poin, percuma ngumpulin ttp hangus;1;15/01/2024 15:24
Irma Viani;bagus²;4;15/01/2024 15:17
Nur Tembesi;Mntap;5;15/01/2024 15:17
Yann;saya isi pulsa selalu kepotong,bahkan kali ini saya beli kuota dengan status gagal,habis itu saya mau coba beli lagi pulsa terkuras 3300,,huh ga seberapa sih tapi kesell lah kalau terkuras mulu??;1;15/01/2024 15:08
Gede Arif Indiarto;Apps ga jalan.... Gagal apps;1;15/01/2024 15:05
Ani Ristianingsih;very goods;5;15/01/2024 15:04
Usman Setiawan;Jaringan ??;1;15/01/2024 15:04
Revina Handayani;perfect;5;15/01/2024 15:02
Aap Sopandi27;Banyak gangguan, sinyal suka ilang ilang kagak jelas,cokkkkkkkk!;1;15/01/2024 14:59
Dozan;Setiap mau melakukan pembayaran selalu gagal terus niat bikin aplikasi gak sih?;4;15/01/2024 14:56
Yad Kancil;Masih bermasalah malah sinyal nya 0 ngga ada makin parah masa iya harus di bkar;1;15/01/2024 14:51
Abdan Ramdani;Kecewa bgt sii,, kenapa baru skrg2 makenya.sumpah yaa jaringan jalan manteng terus mau di gunung,pantai dimn kek ttp oke ,jarang lemotnya.beli kuota dalem apk gampang pilihnya,ga lemot juga,pembayaran cepet,kuotanya jg pada murah2,best lah inimah ,ni kalo ada bintang 10 aku kasih 1000,hahaha.no nya cantik2 gampang diinget, recommended bgt deh buat pengguna hp diseluruh Indonesia,good job;5;15/01/2024 14:49
Har Yono;ok bget;5;15/01/2024 14:49
Sbr Jets;Gua paling benci sama m3 yg skektika ngisi pulsa mau daftar kuota ,tpi ngak kedftar² yg ad pulsa nya ilang ditmbh pake pulsa darurat mlh ngak bertambah emng ajg dri dlu kaga berubah mau didaerah mana atau kota man;1;15/01/2024 14:49
Anggipurnama Putri;Kartu apaan dah kaya bgni makin ksnih makin bapuk .. udh ga pntes di gunain kartu bgni parah;1;15/01/2024 14:43
Slamet Mohamad;Sinyal jelek;1;15/01/2024 14:31
Nama Saya;Semakin update terbaru makin anehh ..telah melakukan pembelian paket Indosat 7gb tidak masuk riwayat transaksi ada knapa tidak masuk kuota nya ...padahal pulsa telah terpotong;1;15/01/2024 14:26
damai famely mamah ayah;ok;1;15/01/2024 14:26
Elastis Dachi;Mohon pihak perusahan IM3 itu paket saya baru beli barusan 20gp freedom masa cuman sekejap doang langsung habis 9 GB sihhh gmn sihh pengelola datanya jelak banget mohon di perbarui;2;15/01/2024 14:25
Ahmad apandi;may3 semakin di update semakin tidak baik baik saja paket PeRadoms apes gem ga bisa di pake hati hati penipuan kalo ada paket gem murah aku beli 20 ibu 12 gb 30 hari ga bisa di pake;1;15/01/2024 14:24
Asyifa Maulida;Bagus sih tapi jaringan nya kurang;5;15/01/2024 14:23
jonathan marpaung;katanya m3 sama 3 sama kok di aplikasi nya nomer saya ga kebaca padahal 3 huuuuu ditipu google saya;1;15/01/2024 14:17
Liem Jen Ho;Hal ini sdh diatasi. Skrg sy sdh bisa buka aplikas im3: Sy tdk bisa membuka aplikasi ini hr ini stlh update. Sy sdh mencobanya lbh dr 10 x, tetap tdk bisa terbuka. Tulisannya : ada kesalahan dgn sistem;5;15/01/2024 14:16
Muhammad Farhan;Sinyal setiap 30 detik hilang, apalagi saat sedang main game, tolong lah, kami beli kuota pake uang bukan gratis;1;15/01/2024 14:14
Rama Nurswndi;Sinyal makin kesini makin buruk ??;1;15/01/2024 14:09
Recycle Genshin;Gabisa di buka;1;15/01/2024 14:00
Cctv Klaseman Pajarakan;sangat berguna untuk beli pulsa dan paket data murah;5;15/01/2024 13:58
Aldi Alfian;bagus;2;15/01/2024 13:55
Arista 24;Tolong dong didaerah sekura Kalimantan Barat udah 2 hari nih sinyal x terus gimana sih ini jelek banget jaringannya mana udah telanjur beli k kuota eh tiba tilba jaringannya x aneh banget;1;15/01/2024 13:49
yudha Java28;Sinyal ilang mendadak tanpa sebab, kartu lama bertahun-tahun gk pernah telat isi pulsa. Gk ada solusi ke grapari /CS. ??;1;15/01/2024 13:46
Pcc Fitri;Jaringan M3 kyak taii,msak tiap hari bruk trus,,,gmna mna plangan mau puas KLO layanan ny bruk,,jaringan GK prnh bener;1;15/01/2024 13:46
Maryanto Ayu;mantap;5;15/01/2024 13:44
Burhan Jalu;Jaringannya semakin buruk.tidak kunjung diperbaiki;1;15/01/2024 13:44
Rustam Pratama;mantap;4;15/01/2024 13:37
Vira Fia;Sinyal idosat sekarang tambah jelek gak kayak dulu lagi,sama aja data di on/of kan sama aja jelek sinyal m3;1;15/01/2024 13:34
THE BOEAT ADY_DEGOL;mantaff;5;15/01/2024 13:33
ibnu malik;Gamau beli kartu Indosat lagi.. Masa gua baru beli pulsa 25000, gua ga nelfon ga ngidupin data ga nyampe 5 menit udah berkurang astaga;1;15/01/2024 13:30
Nanda Cacaa;ga ngerti lagi, seminggu bisa 2x gangguan. signal jelek terus lagi. sampe pindah kartu udh. tolong lebih bertanggung jawab dlm memberi layanan;1;15/01/2024 13:28
Pratama GAMING;kasih gw diskon yg bagus ????;1;15/01/2024 13:25
Doo Official;good;5;15/01/2024 13:25
Syarif Muhammad;Kok minta reload terus terusan saat buka perbaiki lah;1;15/01/2024 13:20
Asthra AD;Jelek sekali , tiba2 ada tagihan oulsa darurat , padahal kita tidak pernah pake pulsa darurat;1;15/01/2024 13:19
Putri azzahra;bagus;5;15/01/2024 13:18
Jalal Ludin;Bangke masa tiap hari signal jelek.;1;15/01/2024 13:14
Rian Gunawan;suka sekali;5;15/01/2024 13:10
Andikaa;Jaringan sering banget hilang sering banget ga normal jangan cuma aplikasi nya di perbaiki jaringan nya juga di perbaiki lah masa tiap hari jaringan nya bermasalah terusss;1;15/01/2024 13:10
Infinix Hot 30;mantap;1;15/01/2024 13:04
Yunus Hany;best;5;15/01/2024 13:03
Zaenal Arifin;Sinyalnya makin kesini makin lemot parah hayo Pindah smua;2;15/01/2024 12:58
JAMALUDDIN ABDULLAH FIKRI;Aplikasinya gimana sih kok sering keluar sendiri,suruh masukin nomer lagi harus berapa kali emang mau masukin nomer hadehh????;1;15/01/2024 12:54
Gusti Tea;yeah;5;15/01/2024 12:51
lumatun naimah;top;5;15/01/2024 12:49
Azka Saqina;Sinyal makin lemottt harga paketan terus naik ini gimana makin hari makin parah lama2 gw ganti kartu pake provider yg lain;1;15/01/2024 12:49
nika Fadilah;sangat baik;5;15/01/2024 12:45
Khaerull Hamzahh;Sungguh membosakan aplk sial ,,,, bru buka aplk aja plsa uddh hbis dipotong ,,, aplikasi taaa...;1;15/01/2024 12:43
Denz Tama;Beli kuota gak di acc terus udah 7 kali sampe di sedot pulsa nya;1;15/01/2024 12:40
Anime Super;lama woi beli paket internet aja gak mau masuk² loh bikin rugi banget benaran;1;15/01/2024 12:36
Hary Cahyono;ok;5;15/01/2024 12:34
Yoga Pranata;Apl samp*h;1;15/01/2024 12:34
Zakky Alan.N;Aplikasi gk guna percuma beli kuta banyak banyak kalo ngk bisa di buka Aplikasi nya????????????????;1;15/01/2024 12:34
Siti Saadah;Bagusan Telkomsel;1;15/01/2024 12:31
Abd Hadi;Sinyal semakin buruk Sungguh makin buruk?????? Beberapa terakhir ini gak bisa buka apps;1;15/01/2024 12:29
MAMANG_UNU 28;SANGAT LUAR BIASA;5;15/01/2024 12:29
Agus Tiki_tiki;Indosat kacau , transaksi gagal uang ga balik lagi sampai sekarang;1;15/01/2024 12:28
Noori Pansyah;Bagus;5;15/01/2024 12:23
kamila aziziyah;baguss;5;15/01/2024 12:22
Anjar;Im3 sekarang harga paketan nya udah lah mahal sinyal nya lelet,lemot,kayak keong super duper lelet sekali. Tolong donk di tingkatkan lagi koneksi jaringan nya. Biar sesuai sama harga nya;1;15/01/2024 12:20
meri hastuti;promo penipuan;2;15/01/2024 12:20
Ribka Zeea Linggar Tiong;jelek;1;15/01/2024 12:19
Al Farisyi;yang bener aja, harga mahal sinyal jelek;1;15/01/2024 12:18
maulana cece;sangat membantu;5;15/01/2024 12:17
RANGGA Saputra;Halo devloper saya mengeluh atas bug yang terjadi di aplikasi anda. kenapa pulsa saya hilang padahal saya tidak menyalakan data. Kehilangan pulsa sering sekali terjadi dan itu cukup merugikan user lalu harga kuota 1 gb terlalu mahal yaitu 6000 seharusnya 5000 saja masa kalah sama kartu sebelah 1 gb 3000;4;15/01/2024 12:14
kuskus rintin;im3 jos;4;15/01/2024 12:14
Aris Wijaya;Makin hari makin bususk aja.beli kuota 7gb/7hri.sinyalnya bosok..promo gila ini;1;15/01/2024 12:11
Sopyan mahardika;Knp ini makin lemot sinyal nya ya dulu GK gini tolong perbaiki masalah sinyal ini GK nyaman bngt kalau kyk gini;1;15/01/2024 12:04
Yono Saputra;jaringnya good;5;15/01/2024 12:02
Perdana aldi Wijaya;Sangat keren;5;15/01/2024 12:00
Aju Aju;cukup baik;4;15/01/2024 11:57
Radit 024;Tidak ada kouta geratis??;2;15/01/2024 11:55
Lalapan Ok;Eror tidak bisa masuk aplikasi padahal kemaren² bisa;1;15/01/2024 11:53
Yonya Geming;Heh,bikin kartu yg bener su,masa jaringanny suka down ,kmi para gamers merasa terganggu dan frustasi, jangan setengah2 lah.malu lah sama provider lain.sdh harga mulai mahal,jaringan gitu mulu ,selalu kadang hilang,please di perbaiki lgi jaringanny gua udah 3 tahun bersama IM3 kok GK ada perubahan ,sering hilang jaringanny;2;15/01/2024 11:46
Rima Yuniar Sari;Kenapa d update malah ga bisa d buka aplikasi nyaa..;2;15/01/2024 11:39
Rheina Aulia;aul cantik banget pliss????;5;15/01/2024 11:36
Mysku;Scam gw beli pulsa malah ga masuk ujung2 nya yang disalahin jaringan tolol lah;1;15/01/2024 11:32
ruslan XIips;Koneksi area sorowako kocak bener, kalau gk mampu im di sorowako gk usah. Rugi kami paket tiap bulan, koneksi kocak;1;15/01/2024 11:30
