ï»¿userName,content,at,score
Rendi Irawan,"gajelas bangett, percuma beli paket data kalo gabisa dipake, masa ngechat wa, scroll tiktok semuanyalah, masa gabisa. Padahal sya beli paket freedomm internet, gajelas",26/01/2024 13:08,1
Nengah Awita,apknya masih cacad banyak bug,12/01/2024 11:37,1
Bayu,Internet sulit harga pun di persulit,27/01/2024 14:59,1
lukman sandy,Lumayan,26/01/2024 14:23,4
Nur S,mantap,30/01/2024 22:40,5
Almaira Radisty,Kunaon sinyal teh goreng wae aing ker maen epep ngeleg wae jabii teh,28/01/2024 01:42,1
wildan razaqakumullah,ngeleg asu mahal lagii,13/01/2024 02:35,1
Doni Fahnizar,bagus,20/01/2024 11:01,5
SendiÂSetiawan _,"Najisss banget, makin JELEK aja nii sumpah, eror mulu, gajelas, auto gantii pake yg lainn, gmau lagi pake",22/01/2024 00:15,1
meri hastuti,promo penipuan,15/01/2024 12:20,2
Muhammad AlFitroh,Nge leg pas war su,17/01/2024 07:05,1
Dzaka khuswa,Sinyal hilang sendiri.pulsa hilang sendiri. harga gk sama sama kualitas.gk bisa login berkali kali.dah lah pindah yg lain aja,26/01/2024 13:39,1
Cucu Kuswara,baik,15/01/2024 07:38,4
Cello Sucipto,mantapppp 100%??,13/01/2024 06:20,5
oscar Rosano,"murah kuota dan kapasitasnya pokoknya merakyat,perluas dong jaringan BTS nya",29/01/2024 07:52,4
Pepet Triyana,HALO BROW PERASAAN GW GK PERNAH AMBIL PULSA DARURAT TAPI KENAPA GW ISI PULSA MALAH DI AMBIL SIH GIMANA SIH BROW RUGI GW,19/01/2024 11:04,1
Yoga Pratama,"sangat bagus dan mudah di pahami, semoga bisa lebih baik lagi dan banyak promo dan diskon diskon terimakasih",28/01/2024 00:31,5
Ratna Wati,mantap,19/01/2024 05:38,4
Marlian Zajuli,"Setiap beli paket data diaplikasi menggunakan metode pembayaran lain, gagal terus transaksinya padahal waktu pembayarannya masih lama, notifnya gagal transaksi, perbaiki transaksinya jangan gagal terus...",29/01/2024 16:26,5
Eddy Saputra,Gangguan mulu anjg indosat Niat gak lu tolol,27/01/2024 21:05,1
Ajit Vepal,ini indosat makin lemah aja di gandrungmangu. Bukannya 2024 membaik malah lemot ga karuan koneksinya. Apa lagi kalo hujan rintik-rintik langsung lemah syahwat koneksinya. Saya rindu indosat 2006-2009 yg stabil kenceng dan juga bisa di andalkan.,19/01/2024 11:37,1
Fifit Ariyanto,apk nya sangat bagus,17/01/2024 02:04,5
Yogi Sutrisman,JELEK BANGET SINYALNYA... SERING HILANG...PADAHAL DI PERKOTAAN...,25/01/2024 15:28,1
Lilik Setyawan,semoga hari ini dapat rezeki???? layanan im3 lancar & semakin maju di kedepan.nya,19/01/2024 17:06,4
deo hanan,Bagus,25/01/2024 19:58,5
Ressy Melvy Siregar,Pulsaku barusan hilang. Tak bagus,14/01/2024 06:23,1
Fat' Just NPC,"Apk nya membantu banget, apalagi bisa tuker poin dari hasil isi pulsa, meskipun kadang ada beberapa kendala, tapi im3 menebus kendala itu",28/01/2024 05:54,4
Mikaela Yuli,bagus,24/01/2024 03:44,5
Ian Septian,pemberian kode verifikasi otp lambat,22/01/2024 08:04,1
Sandi Kurniawan,bagus,23/01/2024 16:30,5
Rio Oktam,"Parah any kenapa sih sering banget gangguan tiba tiba tidak ada layanan,nomor anda tidak terdaftar,tapi pas saya tanya ke customer service tidak membantu sama sekali!!! Tolong di perbaiki.... Merusak kenyamanan menyelesaikan tugas pekerjaan.. Apabila ada gangguan atau apapun yang berkaitan dengan menghambat internet tolong ada pemberitahuan",26/01/2024 20:21,1
Azka AlKautsar,Udah gabener itu kartu masa gw baru beli kouta mahal mahal malah ga aktif kuotanya padahal jaringan full hadehh Indosat Indosat,24/01/2024 11:56,1
Retno darmasyah,IM3 busuk hilang hilang terus jaringannya??????,13/01/2024 11:53,1
Adit Saputra,kasih terus bonus,28/01/2024 03:46,5
Adam Imut32,"Kirain bakal berubah tetep aja sama, pentingin iklan terus sesampe buat iklan sistem ekwk, ge cape signal buruk giliran iklan sat set moga bisa lebih bener dah",18/01/2024 04:07,1
IKKAJAYA80 tea,Jujur sih aplikasi myim3 ini sangat membantu banget bagi pelanggan setia indosat . semoga terus konsisten dan inovatif kedepanya. Hanya satu yg gk aku suka kalo data habis suka motong pulsa sampe ludes gak kaya provider lain kuota habis pulsa terkunci aman,28/01/2024 18:21,5
Wawan Irawan,siippp,20/01/2024 15:02,5
Ahmad Masruri,"profesional,mudah dan simpel",20/01/2024 18:56,5
jodi Misah,Kecewa berat aplikasi ny sering eror ini malah ga bisa dibuka di hp saya,15/01/2024 10:21,1
Muhlasin Kjs,Im3 sinyal busuk . waktunya ganti nih. Payah,31/01/2024 07:46,1
Auli Rahman,saya pakai IM3 udah 10 tahun lancar,14/01/2024 21:58,5
Rendra Aditya,Kalau main game selalu sinyal ilang Dan mau ngecek aplikasinya gk bisa,20/01/2024 03:57,1
Oonichan_ Lovyu,"Maaf mau komplain, ini jaringan TRI & INDOSAT lagi gangguan ya di daerah makassar? Soalnya saya dapet jaringan 4G tapi mau internetan tidak bisa, bahkan banyak temen saya yang mengalaminya, Kartu 3 juga masuk, saya komen ini pake kartu smartfren temen saya, Gk bisa internetan sama sekali, sudah mulai ulang gk bisa, mode pesawat juga gak bisa, kenapa nih??? Banyak temen saya yang hilang koneksi tapi dapat 4G...",26/01/2024 12:58,2
Falih Arknudin,UDH MAHAL SINYAL JELEK SEMOGA BANGKRUT,12/01/2024 09:26,1
fathimah zhra,Mau masuk aplikasi aja ribet,26/01/2024 13:47,1
airbomasaf mantaf,Oke,30/01/2024 23:44,5
Amat Noval,Geleg saat ujan,17/01/2024 08:21,1
Aldho Sary,bagus,10/01/2024 10:38,5
Wibowo Ardhy,Semakin buruk ini aplikasi,12/01/2024 23:56,1
Andi Rizal,Mantap,10/01/2024 10:44,5
Dimz,Paket mahal tapi jaringan jelek apakah in pengaruh sahamnya yg di jual ke Singapura,28/01/2024 17:01,1
Julia Sari,Wah wah wah,23/01/2024 16:04,2
Irwan agus s Agus s,IM POIN SEHARUSNYA LANGSUNG MASUK KE AKUN / NOMOR HP LANGSUNG NAMBAH KUOTA GITU,17/01/2024 05:27,4
Mustofa Alaika,"im3 suka nyedot pulsa,meski paket data ada sekalipun,sinyal sering gangguan,mau ngisi pulsa nominal besar lebih baik jangan beli paket harga pas ajah,barusan baru ngaktifin kartu datanya masih ada,karena kartu satunya gangguan,ternyata yang baru di pasang gangguan juga padahal paket sama2 ada ngak masuk jaringan,udah ngak masuk internet sebentar pulsa 3300 ilang,alhamdulillah ngak sampai habis,ngak ngerti kemana?pernah juga hampir habis pulsa saya,im3 perbaiki lagi ya layanannya terima kasih.",26/01/2024 14:28,1
siti zulaikah,IM3 nyaman di pakai,17/01/2024 05:17,5
Ya Kebonagung1984,baik sekali,18/01/2024 09:36,5
Sahril Aril,mantap,10/01/2024 12:32,5
Ari Falahuddin,Gblk jaringan lelet bug mulu jaringan ada cmn ga bisa di pakai!!!EROR TERUS GJLS!!!,26/01/2024 13:27,1
Mr. B,Kuota dikurangi harga di naikin jaringan drop . Itulah Indosat .,11/01/2024 05:23,1
Asep Saepudin,"sinyal nya turun naik kadang bagus kadang ilng sendirin sinyal nya mana bnyak notif nyesel pake kartu ini buat pengguna bru mnding pikir""dulu",26/01/2024 13:54,1
Ira Sitan,sangat puas,18/01/2024 10:19,5
Anak Bapak,Jaringan buruk,26/01/2024 13:49,1
Bimo suRya SuRya,kurang stabil kurang memuaskan aplikasi yang di pilihan beli data nggak bisa di gunakannnnnnn !??!??,11/01/2024 04:05,1
NEKO,Min kembelikan mode offline susah mau masukan vaucher kola paket bener bener habis,10/01/2024 03:37,5
Iwan Sutrisno,"Makin kesini eh malah makin kesana.. Namanya aja kebarat-baratan eh kwalitas makin kebirit-biritan.. Perbaiki dong,pelangganmu ratusan juta loh. Jangan cari untung gede aja..",13/01/2024 08:19,1
Saefudin udin,Karena myIM3 di jamin murah harga nya,17/01/2024 07:53,5
adiiansyah,paketan tidak di sarankan untuk kaum naik darah karna indosat ini jaringan buruk customer servic kaya gabisa betulin aneh bat,30/01/2024 14:33,1
Ibnumalik bh Malik,okee,25/01/2024 04:51,5
Siti Hadiyatul,"Ini sinyal indosat lagi gangguan apa gmna sihh lemot banget, tolong dong perbaiki sinyal untuk area Tangerang kabupaten",28/01/2024 16:15,1
??Â khewoy Â?? iwa,"Udah 1 bulan masih belum bisa di buka juga nih aplikasi. Udah gua update jg ttp ga bisa buka. Sehat gak si nih m3? Sinyalnya sering lag kalo pas lagi maen game moba, Paket internet nya pada naek semua, tambah mahal tambah ancur kualitas pelayanannya..! Nlp operator juga ttp aja ga ngebantu..!",26/01/2024 07:51,1
Jajaiaiagshsuiaoajahha VHajaiiaiaia,Koota masih banyak. Masa ngeleg,11/01/2024 05:57,1
fisdaus muhamad,sangat bagus,18/01/2024 05:11,5
hafid syafaat,"Indosat provider terkonyol masa harga paket naik tapi tidak dibarengi dengan layanan yang memuaskan, jaringan sering hilang padahal daerah saya tidak di pelosok.",27/01/2024 00:32,1
Reynaldo Yoga Pratama,Saya ingin mendaftar namun kode otp tidak terkirim,23/01/2024 10:32,1
Ihan Rosihan,Setelah update malah rusak,24/01/2024 08:04,1
Sapril Hadi,ok,24/01/2024 15:10,1
Akhmad Syihabudin Najah,"Buruk , rentenir pulsa darurat. Saya sudah lunasi hutang pulsa darurat bahkan barusan kemarin saya isi pulsa dan tidak ada tagihan pulsa darurat, setelah pulsa di paket kan ke kuota malah muncul lagi tagihan pulsa darurat nya . Coba benahi lagi . Kalo tidak mau konsumen mu pada pindah provider",15/01/2024 10:34,1
Rheina Aulia,aul cantik banget pliss????,15/01/2024 11:36,5
Dimyati s.o. Muhamad,saya udah lama sekali ga pakai kartu indosat,19/01/2024 22:52,5
Puyuh Yuh,Jaringan Indosat sekarang ngeleg Mulu kenapa yak,30/01/2024 10:44,3
Sofyan Maulana,Masa paketin di telepon ga bisa lollll,24/01/2024 08:51,1
Bela Suwanten,sangat Bagus kami senang,29/01/2024 22:44,4
Ari Lesmana,"Sangat parah ,apk sering eror ,sinyal IM3 sekarang sangat parah. Tolong dong di perbaiki servernya. Sekarang IM3 sinyalnya sering gangguan .agak jengkel dan merasa terganggu buat yang berprofesi seperti ojol seperti saya",11/01/2024 11:36,1
muhammad muqoyyim,"Jaringan sangat payah, menyusahkan orang",30/01/2024 04:22,1
Laila Nisa,"sahammu melejit tp sinyalmu medit,pailit,cepat atau lambat ga ada yg minat...kalah dgn kompetitor. perbaiki kualitasmu bukan hnya laba mu..saran dari pengguna setiamu yg ingin berpaling darimu,tp apa lah daya nmr ini sudah terdaftar di akun sekuritas",11/01/2024 14:03,1
Agus 12,Jaringan IM3 ancur ancur,19/01/2024 06:17,2
Jeddi simbolon,Makin di update makin hancur..parah.,23/01/2024 21:11,2
Fitri Ady,Ini apk kenapa sih harus berapa kali sih aku daptar.selalu minta daptar bila aku buka apk nya selalu di perbaharui terus .apa harus aku oninstal aja nih apk nya buat urang marah terus,11/01/2024 16:19,1
Mohammad Erlan Pratama,Cs nya ga jelas di kasih nomor im3 malah bilang bukan nomor im3 setiap keluhan ga pernah di kasih solusi,27/01/2024 04:58,1
reza Pramudya Ardhana,Makin hari makin lemot apalagi kalau hujan sering hilang sinyalnya kalau di buat kerja dan main game juga sering ngelag,26/01/2024 14:18,1
enyo Aje,good,16/01/2024 00:41,5
Ihsan Rizki,Woi njing kenapa tidak terkirim kode OTP nya diulangÂ² tetap aja gak terkirim. Padahal sudah benar masukin nomornya,15/01/2024 19:07,1
Naufal chanel,bgus,22/01/2024 08:14,2
Warmad Mad,Kenapa makin kesini signalnya kurang bagus kenapa,21/01/2024 10:23,4
Bimo Tejo,bagus,12/01/2024 23:28,5
Lili,good,25/01/2024 02:22,5
Sunarto,sangat ??,15/01/2024 21:36,5
Enen Enen,mantap,17/01/2024 11:31,5
Reza Badar92,oke gak ngelag,15/01/2024 04:51,5
Febryan Alpandi,"Kartu gakjelas, padahal ada paket data, tapi yg di sedot malah pulsa duluan, karna udah terlanjur semua nomor ada di kartu Indosat, kalo ga dah di buang dari dulu asuu",25/01/2024 09:04,1
Adearusman Arusman,Indosat bukannya makin bagus malah makin jelek yang pake indosat mending segera ganti,26/01/2024 13:26,1
Resti Fauzi,mantap,30/01/2024 13:06,5
Jhasica,lagi gangguan apa ini jaringan,26/01/2024 13:26,1
Mas Roey Roey,sangat memuaskan,15/01/2024 16:23,5
Beni Tirta,ilng semua promo yg lma,11/01/2024 07:30,5
Arifah Arifah,terimakasih my m3,18/01/2024 09:10,5
Silvi Marwah,"Punya IM3 juga percuma gk bisa d buka , cek Kouta ke tlpn mayan",13/01/2024 17:59,1
Shaleh Ahmed111,bagus banget m3,22/01/2024 06:53,5
Vi,"Katanya penyesuaian harga dilakukan sesuai dengan perbaikan layanan, tapi kok bukannya makin bagus malah makin parah aja sih??? Jaringan sering ngeleg, selalu ada gangguan, internet gak lancar, harga paket makin naik dan masih banyak masalah lainnya. Jadi ini maksudnya gimana? Perbaikannya dimana?? Oohh atau maksud dari perbaikan itu adalah semakin diperbaiki semakin buruk yaa? ??",26/01/2024 14:06,1
Saan,Jaringan internet ASUU.,26/01/2024 12:17,1
Muis 125,GK seru ni wey sos gk ada??,16/01/2024 08:30,1
Hqi _,woeee benerin jaringan luuu,28/01/2024 09:33,1
Kuntull Refa123,aku mau login lagi biar dapat 1gb,19/01/2024 06:28,5
Azmi Sidik,Bangkrut aja lohh jaringan ngeleg ga ngotak udah bayar mahal malah lag mending bangkrut aja lu indosattt,24/01/2024 12:52,1
fadli must0812,kuota mahal sinyal tolol benerin napa cok rugi beli kuota mahal mahal nying,17/01/2024 10:09,1
Anggi Savitri,"Kuota 50gb gw hilang lenyap jadi 700mb, pas hub cs bilang sesuai dg yg terjadi katanya gw klik paket darurat. Ngapain kuota gw masih banyak. Dan ga ada apapun yg gw klik termasuk kuota darurat. Haha lucu sekali. Terbaru : Halo indosat, untuk masalah ini sudah clear dan sudah diganti kuota saya yg hilang. Semoga tidak terjadi lagi seperti itu. Terima kasih??",26/01/2024 12:36,4
Ryan saputra,Good,20/01/2024 04:11,5
Dhona wahyu,Paketan tambah mahal kualitas tambah drop,12/01/2024 17:43,1
Bobby Krisna,Bangke!!! Pake acara ngadat segala,26/01/2024 12:46,1
Sujito Sujito,hebat,10/01/2024 05:41,5
Gilang Saputra,Kouta mahal SIGNAL SULIT !! MAKIN KESINI MAKIN GA NYAMAN PAKE INDOSAT SINYAL LELET,28/01/2024 23:27,4
Alim Bta,sagat baik,26/01/2024 16:17,5
Dwy Santoso,bagus,23/01/2024 13:47,5
R0nces Mr'x (Roni),Sya cap 5bintang karena selama sya menggunakan myIm3 selalu sukses dan aman ??????,11/01/2024 11:16,5
Andino,Maaf ya this is promot. Provider lemot. Buat ngegame aja ping jumping merah mulu. Minimal sinyal 4G tuh bisa dipake buat internetan bukan malah lemot muluuu muter terus gak bisa dibuat apa-apa. Orang beli kuota buat di pake Internetan kali bukan buat nambahin beban emosi ????? Alasan belum ganti provider karena masih sayang sama nomer yang sekarang kalo diganti.,11/01/2024 08:32,1
Nabil,"jaringannya error hari ini, ngelek banget, bingung aku, kok bisa gangguan jaringan seharian full",26/01/2024 14:03,2
adit 123,good,25/01/2024 23:43,5
Iwan Sach,promonya di perbanyak yahh,29/01/2024 04:52,4
Raja Tirta Panjer,"Gkbs login klopun bisa juga ngirim kode otp k sms juga luaama minta ampun gkbsÂ², Kirim kode otp via wa gkbs kah?",14/01/2024 13:33,1
Rihwan P,Sekarang kenapa kouta masih 1Gb lebih sinyalnya langsung jelek buat youtube aja udah nggak kuat,11/01/2024 05:02,1
Tanto Geol,"Speed siput,,,,,parahhhhhhhh",26/01/2024 12:35,1
Navis Ahmadi,yg enting pas di kantong harga kuota,12/01/2024 11:31,5
Launghsb Launghsb,bagus bangetttt aflikasinya saya suka kartu dan paket bonus nya..,24/01/2024 14:37,4
Fun Tastic,Susah daftarnya,19/01/2024 15:09,1
Narima Putri,baik,10/01/2024 02:19,1
Kusnadi Nagara,Haduuuh udh capeek utak atik hp spya sinyal indosatny bsa ngebut tpiiiii ntah brp byk cara dilakukan internet indosat memng ttp lemoootttt awal dikira cm hp sy yg bermsalah tp stelah dnger cerita org trmsuk curhatan org dlm apk ini ternyata sama msalahny internet indosat lemootjd tlong manajemen provider indosat sgera lakukan perbaikan agr konsumen gk terusan dbuat kcwatrims,11/01/2024 16:05,3
Maulana Malik Ibrahim,"Kepada pihak developer, TOLONG UNTUK PERBAIKI SINYAL , SAYA MAU INTERNETAN JADI TERHAMBAT, TIAP HARI NGELAG MULU AJG ANJG",26/01/2024 13:15,1
Haikal Nurpadli,Makin kesini makin parah aja sinyalna hadeh,12/01/2024 13:25,1
Reza ardiyansah Ardiyansah,antap,29/01/2024 09:30,5
Bara Athallah,pertama beli harga murah tapi lama kelamaan kok menjadi lebih mahal,20/01/2024 21:18,1
boris 99,Im3 internet ter gila lrmotnya huh,11/01/2024 12:42,1
Bagas Fadhila,Knp aplikasi myIM3 belum bisa di buka? Padahal saya udah beli paket dr kemarin tp ga bisa di pake gara gara myIM3 ga bisa di buka tolong operator nya nongol jgn ngilang kalo ga mau tanggung jawab gausah kerja aja. Admin whatsapp nya ga bisa apa apa. Hahaha lol,26/01/2024 12:57,1
Nadia Agustina,baik,23/01/2024 07:35,5
Rizki,indosat tolol gw lagi main malah tibaÂ² lag apa coba lo kira naikkin rank gampang udah mah lag nya lama banget lagi lu kira ini wifi bisa ganguan gitu udah mah harga mahal jaringan lag mulu apa coba bener kata pro Player kalo mau jago jangan pake indonet,26/01/2024 14:05,1
Wirawan Abied Jayawardana,Lemot terus,30/01/2024 08:25,1
Arip Solihin,bagus,12/01/2024 02:21,5
Syahril Husein,sngat bgus,19/01/2024 17:37,5
Herlina Lina,Abis diupdate mala gk bisa dibuka ????,12/01/2024 05:22,1
Miko Artayoga,"Jaringan suka tiba tiba hilang di riau,kecamatan rumbai timur kelurahan tebing tinggi okura Jaringan buruk!!!!!!",10/01/2024 17:28,1
Z2 T1,Ok,11/01/2024 16:11,5
Pengelana,"Saya pakai indosat karena ingin coba-coba, namun ternyata ""INDOSAT MERUPAKAN PROVIDER TERBURUK"" yang pernah saya pakai. Sinyal sering hilang tanpa sebab. TELKOMSEL jauh lebih stabil.",26/01/2024 13:32,1
Sri Hartati,tlg sinyalnya di perbaiki lg karna sinyal MP3 sy suka ilang2,30/01/2024 15:00,3
Aszar Suka madridistas,karena saya tidak mendAPATKAN KUOTA GRATIS SU,18/01/2024 06:01,5
Selalu Ada untukmu,"Mohon di turunkan harga paketnya terlalu mahal dan untuk sinyal sekarang jdi lebih buruk main game mendadak ping pdhl sinyal penuh,dah lama sya langganan m3 sangat"" kecewa",11/01/2024 04:54,2
Sony Lynn,nice,21/01/2024 12:44,5
Safal Firmansyah,Ngeleg banget internet nya,26/01/2024 12:24,1
Dwiky Anggina,Makin sini makin BURUK bikin males pake ni kartu!!,11/01/2024 10:46,1
Acik,M3 sekarang gak jelas gw punya paket data tapi gk bisa digunakan terus sekarang nomor gw gk terverifikasi. Makin males pake m3 sekarang ??,26/01/2024 12:49,1
Aufar Fadhil,pulsa didiemin ilang mulu nih di apk gj,16/01/2024 19:51,2
ferry mardani,mantul,17/01/2024 22:18,5
NaVy NaVy,"Sering ganguan +lemot ,padahal disini perkotaan kok bisa jelek?",26/01/2024 12:57,1
Naila Zaskiya,Hallo kak Q mau tanya.q punya paketan 12 gb sudah masuk.tp kenapa tidak bisa di gunakan ya..tlong info y biar jelas,29/01/2024 15:57,1
Yadi Bobok,I like it,22/01/2024 10:57,5
Arif Budiarman,okeh,14/01/2024 20:00,5
Ina Zein,baru coba mudah2han gk ribet,28/01/2024 08:17,5
Anto Wanto,sangat memuaskan dengan jaringan,20/01/2024 04:37,5
Yogy Aditiya Ramadhan,gak ada sinyal cik,25/01/2024 14:39,1
I GEDE WAHYU DARMA RISKI,"Kuota makin mahal Sinyal makin sulit, udah lah hilang""an pdhl tmn sama"" IM3 di tempat yang sama tapi sinyal bagus"" aja, minta solusi, di saranin yang pascabayar agar sinyal di prioritaskan tapi ini malah tambah jlk, emng sih di indikator keterangan 4G full tapi ga bisa di pake (leg parah) ,makin lama makin aneh ni operator",11/01/2024 13:25,1
Setiyo Mujiono,baik,24/01/2024 10:11,5
Telly Guntur,sangat membantu,24/01/2024 16:20,5
Asrul Cenning,mantap,21/01/2024 18:52,5
Dewi Halimatus sadiah,??????????,30/01/2024 08:45,5
Rian Kurniawan,Mengecewakan,24/01/2024 22:29,1
Alang Alang,Ok,26/01/2024 13:49,2
Aji Wardani,Error sistem...,19/01/2024 12:54,1
yosandra gilang,Makin kesini sinyalnya kok makin busuk sering gangguan,19/01/2024 12:28,3
Imel Amelia,Aplikasi apaan ini? maketin di aplikasi proses terus berkali kali ga berhasil. alhasil pulsaku keburu keambil tarif internet padahal sebelum bener bener habis kuotanya aku udah paketin tapi proses terus. Auto pindah kartu deh jelek banget.,20/01/2024 08:41,2
Eni Anggraeny,"Gimana sih ini im3, aplikasi gak bisa di buka, internet gangguan. Udah coba pake wifi aplikasi tetap gak bisa di buka, harga internet semua naik, mengecewakan",26/01/2024 13:26,2
Sendy Potro,"Ko bisa sii pas lagi main gem tiba"" lag abis nya klh,udh gitu di ban lagi g jls bngt",10/01/2024 13:00,1
Skema25,"Makin kesini, makin susah nih jaringan.. Untung punya cadangan provider sebelah yg jaringan lebih bagus, Untuk bulan ini kehilangan 150 ribu gapapa untuk paket indosat yang sinyalnya sering muter-muter daripada normalnya,",27/01/2024 09:36,1
Yunus,bagus,28/01/2024 20:52,5
Satriya langit,indosat gimana si...lokasi di bawah tower indosat..tpi lemotnya minta ampun....aduh..parah ini indosat..,29/01/2024 12:25,1
Muh.Syawaluddin Alfalah,"Kalau yang saya alami, Jaringannya jelek , di kota maupun desa, tetap jelek, hilang2",16/01/2024 15:48,1
Faisal Suryana,"Maaf saya kecewa, saya mengisi pulsa 50 rebu, lalu membeli kuota 5Gb seharga 18 rebu, transaksi gagal tapi sudah terpotong itu sangat aneh, lalu saya mesan lagi dan tersisa 24 rebu pulsa saya, saya mau kembalikan pulsa saya yang terpotong karna gagal transaksi di awal",10/01/2024 23:03,1
Muhammad Raihan,Sering Gagal saat masuk apk,14/01/2024 04:50,1
Rangga Angga,Tarip semakin mahal sinya semakin lelet mantap,22/01/2024 05:42,1
Sunyoto Nyoto,Bagus lan Good,25/01/2024 20:54,4
Arfantio Iwan,ok lancar,30/01/2024 15:21,5
